Net Metrekare,Brüt Metrekare,Oda Sayısı,Bulunduğu Kat,Eşya Durumu,Binanın Yaşı,Isıtma Tipi,Fiyat,Şehir,Binanın Kat Sayısı,Kullanım Durumu,Fiyat Durumu,Yatırıma Uygunluk,İlan Güncelleme Tarihi,Site İçerisinde,Takas,İlan Oluşturma Tarihi,Türü,Kullanım Durumu,Kategorisi,Krediye Uygunluk,Tapu Durumu,İpotek Durumu,Aidat,İlan Numarası,Banyo Sayısı
175 M2,195 M2,3+1,7.Kat,Boş,11-15,Merkezi Doğalgaz,2.350.000,kayseri,12,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14565281,2
140 M2,185 M2,3+1,8.Kat,Boş,3,Merkezi (Pay Ölçer),2.325.000,kayseri,14,Boş,Genel Fiyat ,Yatırıma Uygun,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,600 TL,14564865,2
145 M2,170 M2,3+1,2.Kat,,5-10,Merkezi (Pay Ölçer),1.895.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat ,,19 Ocak 2024,Evet,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14564400,2
130 M2,165 M2,3+1,Düz Giriş (Zemin),,5-10,Merkezi Doğalgaz,1.575.000,kayseri,13,Boş,Genel Fiyat ,,18 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14564278,2
110 M2,125 M2,2.5+1,6.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.890.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14563656,1
174 M2,175 M2,3+1,3.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.445.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14563654,2
130 M2,150 M2,3+1,5.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.800.000,kayseri,12,Boş,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14563653,2 
130 M2,165 M2,3+1,7.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.495.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14563648,2
90 M2,120 M2,2+1,4.Kat,Boş,1,Kombi Doğalgaz,1.750.000,kayseri,6,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14563646,2
130 M2,155 M2,3.5+1,2.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.550.000,kayseri,10,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14563644,2
110 M2,140 M2,3+1,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.575.000,kayseri,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14563642,1
100 M2,120 M2,2+1,8.Kat,,0 (Yeni),Merkezi Doğalgaz,290.000,kayseri,12,Boş,Birim Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14563261,1 
120 M2,150 M2,3+1,7.Kat,,0 (Yeni),Merkezi Doğalgaz,340.000,kayseri,12,Boş,Birim Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14563173,2 
135 M2,165 M2,3+1,Çatı Katı,Boş,2,Merkezi (Pay Ölçer),1.825.000,kayseri,10,Boş,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14562577,1
120 M2,150 M2,3+1,6.Kat,,0 (Yeni),Merkezi Doğalgaz,460.000,kayseri,12,Boş,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14562538,2 
130 M2,150 M2,3+1,4.Kat,,0 (Yeni),Merkezi Doğalgaz,350.000,kayseri,12,Boş,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14562535,2 
120 M2,150 M2,3+1,6.Kat,,0 (Yeni),Merkezi Doğalgaz,460.000,kayseri,12,Boş,Genel Fiyat ,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14562495,2
100 M2,110 M2,2+1,6.Kat,,0 (Yeni),Merkezi Doğalgaz,1.810.000,kayseri,10,Boş,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14562479,1 
100 M2,110 M2,2+1,3.Kat,,0 (Yeni),Merkezi Doğalgaz,330.000,kayseri,12,Boş,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,,14562359,1 
135 M2,155 M2,3+1,11.Kat,Boş,3,Merkezi (Pay Ölçer),2.090.000,kayseri,12,Boş,Genel Fiyat ,Bilinmiyor,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14562300,1
100 M2,110 M2,2+1,5.Kat,,0 (Yeni),Merkezi Doğalgaz,300.000,kayseri,12,Boş,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,,14562295,1 
45 M2,50 M2,1+1,1.Kat,,5-10,Merkezi Doğalgaz,1.075.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14562155,1 
100 M2,110 M2,2+1,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.230.000,kayseri,4,Kiracı Oturuyor,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14561855,1 
90 M2,120 M2,2+1,12.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),1.650.000,kayseri,13,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14561233,1
160 M2,190 M2,3+1,1.Kat,,11-15,Merkezi Doğalgaz,1.750.000,kayseri,9,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14561202,1
80 M2,120 M2,3+1,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.220.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14561180,1
145 M2,180 M2,3+1,13.Kat,Eşyalı,5-10,Merkezi (Pay Ölçer),2.075.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat,,17 Ocak 2024,Evet,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14560972,2
130 M2,155 M2,3+1,Çatı Katı,Eşyalı,11-15,Merkezi Doğalgaz,1.650.000,kayseri,9,Mülk Sahibi Oturuyor,Genel Fiyat ,,17 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14560949,1
135 M2,160 M2,3+1,5.Kat,,5-10,Merkezi Doğalgaz,2.150.000,kayseri,12,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,500 TL,14560742,2
120 M2,135 M2,3+1,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.580.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14560394,1 
145 M2,185 M2,3+1,3.Kat,Boş,11-15,Merkezi Doğalgaz,2.825.000,kayseri,15,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14560393,2
90 M2,110 M2,2+1,Yüksek Giriş,,0 (Yeni),Merkezi Doğalgaz,1.330.000,kayseri,5,Kiracı Oturuyor,Genel Fiyat,,17 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,,,,14559600,1 
220 M2,250 M2,4+1,3.Kat,Boş,3,Merkezi (Pay Ölçer),3.500.000,kayseri,5,Mülk Sahibi Oturuyor,Birim Fiyat ,Bilinmiyor,23 Ocak 2024,Evet,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,Bilinmiyor,Yok,470 TL,14559505,2
125 M2,155 M2,3+1,5.Kat,,11-15,Merkezi Doğalgaz,1.625.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat,,19 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14559109,1
170 M2,200 M2,4+1,10.Kat,Boş,5-10,Merkezi Doğalgaz,2.530.000,kayseri,10,Boş,Genel Fiyat,Yatırıma Uygun,16 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,,14557511,2
90 M2,120 M2,3+1,,Boş,16-20,Kombi Doğalgaz,2.790.000,kayseri,1,Mülk Sahibi Oturuyor,Genel Fiyat,,16 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,,,,14557184,1
150 M2,180 M2,3+1,Yüksek Giriş,Boş,4,Merkezi Doğalgaz,1.500.000,kayseri,7,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14556864,2
87 M2,100 M2,3+1,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.300.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14556849,1
85 M2,125 M2,2+1,1.Kat,,0 (Yeni),Merkezi (Pay Ölçer),1.425.000,kayseri,9,Boş,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14556669,1
145 M2,185 M2,3+1,8.Kat,,0 (Yeni),Merkezi (Pay Ölçer),2.150.000,kayseri,13,Boş,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14556646,2
50 M2,70 M2,1+1,4.Kat,,5-10,Merkezi (Pay Ölçer),1.225.000,kayseri,15,Kiracı Oturuyor,Genel Fiyat ,,16 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,,,14556148,1
90 M2,110 M2,2.5+1,4.Kat,Boş,1,Merkezi (Pay Ölçer),1.740.000,kayseri,7,Kiracı Oturuyor,Genel Fiyat,,16 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,500 TL,14555788,1
135 M2,170 M2,3+1,12.Kat,Boş,1,Merkezi (Pay Ölçer),2.250.000,kayseri,13,Boş,Genel Fiyat,Yatırıma Uygun,16 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14555773,2
125 M2,175 M2,3+1,3.Kat,Boş,11-15,Merkezi (Pay Ölçer),1.635.000,kayseri,12,Boş,Genel Fiyat ,,16 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14555685,1
130 M2,150 M2,3+1,1.Kat,Boş,2,Kombi Doğalgaz,1.960.000,kayseri,4,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,16 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,,,14555670,2
135 M2,170 M2,2+1,2.Kat,Boş,11-15,Kombi Doğalgaz,2.500.000,kayseri,3,Boş,Genel Fiyat ,,16 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14555600,1
125 M2,155 M2,3+1,2.Kat,,5-10,Merkezi (Pay Ölçer),1.750.000,kayseri,14,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,16 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14555525,1
90 M2,120 M2,2.5+1,12.Kat,,4,Merkezi (Pay Ölçer),2.049.000,kayseri,14,Kiracı Oturuyor,Genel Fiyat,,16 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14555485,1
130 M2,165 M2,3+1,7.Kat,,0 (Yeni),Merkezi (Pay Ölçer),2.495.000,kayseri,9,Boş,Genel Fiyat,,16 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14555342,2
500 M2,600 M2,5+2,,,0 (Yeni),Kombi Doğalgaz,15.000.000,kayseri,2,Boş,Genel Fiyat,,16 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,,,14555039,3
130 M2,170 M2,3+1,1.Kat,,16-20,Merkezi (Pay Ölçer),1.470.000,kayseri,11,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14554691,1 
140 M2,180 M2,3+1,5.Kat,,0 (Yeni),Merkezi Doğalgaz,2.050.000,kayseri,12,Boş,Genel Fiyat,,16 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14554690,2 
140 M2,180 M2,3.5+1,5.Kat,,0 (Yeni),Merkezi (Pay Ölçer),2.050.000,kayseri,10,Boş,Genel Fiyat ,Yatırıma Uygun,16 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14554469,2
90 M2,110 M2,2+1,4.Kat,,1,Kombi Doğalgaz,1.725.000,kayseri,6,Kiracı Oturuyor,Genel Fiyat ,,22 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14554247,2
140 M2,175 M2,3+1,7.Kat,,0 (Yeni),Merkezi Doğalgaz,1.950.000arrow_downward%2,kayseri,12,Boş,Genel Fiyat,,16 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14554142,2 
135 M2,165 M2,3+1,2.Kat,Boş,11-15,Merkezi Doğalgaz,1.625.000,kayseri,14,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun Değil,,,,14553472,1
115 M2,155 M2,3+1,7.Kat,Boş,2,Merkezi (Pay Ölçer),2.500.000,kayseri,14,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14553355,2
135 M2,175 M2,3+1,10.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.750.000,kayseri,14,Boş,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14553354,2
160 M2,200 M2,4+1,6.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),3.400.000,kayseri,14,Boş,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14553353,2 
235 M2,270 M2,5+2,,Boş,5-10,Kombi Doğalgaz,22.850.000,kayseri,4,Boş,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14553208,4 
135 M2,170 M2,3+1,12.Kat,Boş,5-10,Merkezi (Pay Ölçer),1.975.000,kayseri,14,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14553198,2
95 M2,115 M2,2.5+1,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.150.000,kayseri,7,Boş,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14553197,1
135 M2,165 M2,3+1,3.Kat,Boş,11-15,Merkezi Doğalgaz,1.365.000,kayseri,12,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14553191,1
155 M2,185 M2,3+1,1.Kat,Boş,21 Ve Üzeri,Merkezi (Pay Ölçer),3.145.000,kayseri,6,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14553190,1
500 M2,600 M2,6+2,1.Kat,,0 (Yeni),Kombi Doğalgaz,5.750.000,kayseri,2,Boş,Genel Fiyat,,15 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14552443,2
129 M2,165 M2,3+1,1.Kat,,0 (Yeni),Merkezi (Pay Ölçer),460.000,kayseri,1,Boş,Genel Fiyat ,,23 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14552387,2
75 M2,95 M2,2+1,2.Kat,,0 (Yeni),Merkezi (Pay Ölçer),325.000,kayseri,12,Boş,Genel Fiyat,,23 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14552359,1 
110 M2,140 M2,3+1,4.Kat,,5-10,Merkezi (Pay Ölçer),1.590.000,kayseri,12,Mülk Sahibi Oturuyor,Genel Fiyat ,,15 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,,,300 TL,14552354,1
100 M2,120 M2,2+1,1.Kat,,0 (Yeni),Merkezi (Pay Ölçer),275.000,kayseri,1,Boş,Genel Fiyat,,23 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14552325,1 
82 M2,117 M2,2+1,5.Kat,,0 (Yeni),Merkezi (Pay Ölçer),265.000,kayseri,12,Boş,Genel Fiyat,,23 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14552289,1 
170 M2,200 M2,3+1,8.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,1.725.000,kayseri,9,Boş,Genel Fiyat ,,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,600 TL,14551403,1
90 M2,110 M2,2+1,4.Kat,,1,Merkezi (Pay Ölçer),1.750.000,kayseri,7,Kiracı Oturuyor,Genel Fiyat,,16 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14551294,2
125 M2,165 M2,3+1,4.Kat,Boş,5-10,Merkezi Doğalgaz,2.100.000,kayseri,10,Mülk Sahibi Oturuyor,Genel Fiyat ,,15 Ocak 2024,Evet,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14551139,1
110 M2,130 M2,3+1,13.Kat,Boş,11-15,Merkezi Doğalgaz,1.299.000,kayseri,15,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14550871,1
120 M2,165 M2,3+1,8.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.350.000,kayseri,10,Boş,Genel Fiyat ,Yatırıma Uygun,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14550729,2
190 M2,200 M2,4+1,,Boş,0 (Yeni),Kombi Doğalgaz,12.500.000,kayseri,2,Boş,Genel Fiyat,Yatırıma Uygun,15 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Arsa Tapulu,Yok,,14550361,2
150 M2,210 M2,4+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.750.000arrow_downward%8,kayseri,14,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14550130,2
140 M2,175 M2,3+1,7.Kat,,0 (Yeni),Merkezi Doğalgaz,1.990.000,kayseri,11,Boş,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14549833,2
130 M2,165 M2,3+1,8.Kat,Boş,5-10,Merkezi (Pay Ölçer),2.250.000,kayseri,10,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,18 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14549824,2
86 M2,114 M2,2+1,4.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),285.000,kayseri,12,Boş,Genel Fiyat ,Bilinmiyor,23 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14549822,1
100 M2,140 M2,3+1,3.Kat,Boş,1,Kombi Doğalgaz,1.800.000,kayseri,3,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,Bilinmiyor,,,14549387,2 
95 M2,130 M2,2+1,4.Kat,,0 (Yeni),Merkezi (Pay Ölçer),2.190.000,kayseri,9,Boş,Genel Fiyat,,15 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14549338,1
170 M2,210 M2,4+1,10.Kat,,0 (Yeni),Merkezi (Pay Ölçer),6.700.000arrow_downward%1,kayseri,14,Boş,Genel Fiyat ,,22 Ocak 2024,Evet,,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14549255,2
160 M2,200 M2,4+1,11.Kat,,0 (Yeni),Merkezi (Pay Ölçer),2.970.000,kayseri,14,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14549187,2 
145 M2,185 M2,3+1,8.Kat,Boş,0 (Yeni),Merkezi (Pay Ölçer),2.200.000,kayseri,13,Boş,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14549171,2
130 M2,165 M2,3+1,6.Kat,Boş,5-10,Merkezi (Pay Ölçer),1.650.000,kayseri,14,Boş,Genel Fiyat ,Yatırıma Uygun,15 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14549168,2
140 M2,160 M2,3+1,2.Kat,Boş,4,Merkezi (Pay Ölçer),2.175.000,kayseri,11,Boş,Genel Fiyat,,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14549150,2
140 M2,185 M2,3+1,11.Kat,,0 (Yeni),Merkezi (Pay Ölçer),2.300.000,kayseri,12,Boş,Genel Fiyat,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14549141,2 
110 M2,130 M2,3+1,11.Kat,Boş,2,Merkezi (Pay Ölçer),2.145.000,kayseri,11,Boş,Genel Fiyat,Yatırıma Uygun,15 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14549132,2
90 M2,115 M2,2+1,4.Kat,,1,Merkezi (Pay Ölçer),2.300.000,kayseri,10,Boş,Genel Fiyat,,15 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,10000 TL,14548790,2
90 M2,115 M2,3+1,Kot 2 (-2).Kat,,16-20,Sobalı,600.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,0 TL,14548717,1
145 M2,165 M2,3+1,5.Kat,Eşyalı,11-15,Merkezi (Pay Ölçer),1.730.000,kayseri,13,Mülk Sahibi Oturuyor,Genel Fiyat,,22 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14548346,2
120 M2,160 M2,3+1,1.Kat,Boş,11-15,Merkezi (Pay Ölçer),1.950.000,kayseri,13,Boş,Genel Fiyat,,15 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14548278,1
120 M2,150 M2,3+1,9.Kat,Eşyalı,16-20,Merkezi Doğalgaz,1.350.000,kayseri,9,Kiracı Oturuyor,Genel Fiyat ,,15 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14548264,1
115 M2,140 M2,3+1,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.550.000,kayseri,3,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,15 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Müstakil Tapulu,Yok,50 TL,14548100,1
100 M2,135 M2,3+1,7.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.500.000,kayseri,7,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14547259,1
100 M2,125 M2,3+1,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.050.000,kayseri,4,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14546963,1
110 M2,150 M2,2+1,5.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.295.000,kayseri,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14546962,1
144 M2,175 M2,3+1,13.Kat,,5-10,Merkezi (Pay Ölçer),1.850.000,kayseri,14,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,15 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,500 TL,14546682,2
